Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Value
"GI","Burning - Biomass","100","India","7246","Burned Area","6796","Humid tropical forest","2000","2000","58209.9843"
"GI","Burning - Biomass","100","India","7246","Burned Area","6796","Humid tropical forest","2001","2001","61521.1777"
"GI","Burning - Biomass","100","India","7246","Burned Area","6796","Humid tropical forest","2002","2002","26853.8009"
"GI","Burning - Biomass","100","India","7246","Burned Area","6796","Humid tropical forest","2003","2003","153609.7514"
"GI","Burning - Biomass","100","India","7246","Burned Area","6796","Humid tropical forest","2004","2004","256645.9178"
"GI","Burning - Biomass","100","India","7246","Burned Area","6796","Humid tropical forest","2005","2005","147470.5132"
"GI","Burning - Biomass","100","India","7246","Burned Area","6796","Humid tropical forest","2006","2006","205235.1639"
"GI","Burning - Biomass","100","India","7246","Burned Area","6796","Humid tropical forest","2007","2007","169494.4937"
"GI","Burning - Biomass","100","India","7246","Burned Area","6796","Humid tropical forest","2008","2008","157495.0735"
"GI","Burning - Biomass","100","India","7246","Burned Area","6796","Humid tropical forest","2009","2009","375459.4972"
"GI","Burning - Biomass","100","India","7246","Burned Area","6796","Humid tropical forest","2010","2010","451835.0555"
"GI","Burning - Biomass","100","India","7246","Burned Area","6796","Humid tropical forest","2011","2011","157237.4831"
"GI","Burning - Biomass","100","India","7246","Burned Area","6796","Humid tropical forest","2012","2012","234664.869"
"GI","Burning - Biomass","100","India","7246","Burned Area","6796","Humid tropical forest","2013","2013","221763.8823"
"GI","Burning - Biomass","100","India","7246","Burned Area","6796","Humid tropical forest","2014","2014","271500.2985"
"GI","Burning - Biomass","100","India","7246","Burned Area","6796","Humid tropical forest","2015","2015","160242.7046"
"GI","Burning - Biomass","100","India","7246","Burned Area","6796","Humid tropical forest","2016","2016","225563.3409"
"GI","Burning - Biomass","100","India","7246","Burned Area","6796","Humid tropical forest","2017","2017","225563.3409"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6796","Humid tropical forest","2000","2000","3149160.051"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6796","Humid tropical forest","2001","2001","3311897.84"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6796","Humid tropical forest","2002","2002","1442755.293"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6796","Humid tropical forest","2003","2003","8290304.737"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6796","Humid tropical forest","2004","2004","13858428.37"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6796","Humid tropical forest","2005","2005","7946202.585"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6796","Humid tropical forest","2006","2006","11065382.02"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6796","Humid tropical forest","2007","2007","9130075.231"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6796","Humid tropical forest","2008","2008","8493423.362"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6796","Humid tropical forest","2009","2009","20234304.05"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6796","Humid tropical forest","2010","2010","24404162.52"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6796","Humid tropical forest","2011","2011","8497186.323"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6796","Humid tropical forest","2012","2012","12670522.3"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6796","Humid tropical forest","2013","2013","11981701.93"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6796","Humid tropical forest","2014","2014","14614436.9"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6796","Humid tropical forest","2015","2015","8641861.98"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6796","Humid tropical forest","2016","2016","12135221.53"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6796","Humid tropical forest","2017","2017","12135221.53"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6796","Humid tropical forest","2000","2000","0.2"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6796","Humid tropical forest","2001","2001","0.2005"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6796","Humid tropical forest","2002","2002","0.2015"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6796","Humid tropical forest","2003","2003","0.2009"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6796","Humid tropical forest","2004","2004","0.2003"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6796","Humid tropical forest","2005","2005","0.201"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6796","Humid tropical forest","2006","2006","0.2012"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6796","Humid tropical forest","2007","2007","0.2015"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6796","Humid tropical forest","2008","2008","0.2012"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6796","Humid tropical forest","2009","2009","0.2017"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6796","Humid tropical forest","2010","2010","0.2005"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6796","Humid tropical forest","2011","2011","0.2004"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6796","Humid tropical forest","2012","2012","0.2007"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6796","Humid tropical forest","2013","2013","0.2003"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6796","Humid tropical forest","2014","2014","0.2004"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6796","Humid tropical forest","2015","2015","0.201"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6796","Humid tropical forest","2016","2016","0.2013"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6796","Humid tropical forest","2017","2017","0.2013"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6796","Humid tropical forest","2000","2000","6.8"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6796","Humid tropical forest","2001","2001","6.7828"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6796","Humid tropical forest","2002","2002","6.7834"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6796","Humid tropical forest","2003","2003","6.774"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6796","Humid tropical forest","2004","2004","6.8007"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6796","Humid tropical forest","2005","2005","6.8015"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6796","Humid tropical forest","2006","2006","6.7738"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6796","Humid tropical forest","2007","2007","6.778"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6796","Humid tropical forest","2008","2008","6.7752"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6796","Humid tropical forest","2009","2009","6.7583"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6796","Humid tropical forest","2010","2010","6.7876"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6796","Humid tropical forest","2011","2011","6.7813"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6796","Humid tropical forest","2012","2012","6.777"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6796","Humid tropical forest","2013","2013","6.7879"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6796","Humid tropical forest","2014","2014","6.8065"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6796","Humid tropical forest","2015","2015","6.7751"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6796","Humid tropical forest","2016","2016","6.8076"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6796","Humid tropical forest","2017","2017","6.8076"
"GI","Burning - Biomass","100","India","723011","Emissions (N2O) (Burning biomass)","6796","Humid tropical forest","2000","2000","0.6298"
"GI","Burning - Biomass","100","India","723011","Emissions (N2O) (Burning biomass)","6796","Humid tropical forest","2001","2001","0.6641"
"GI","Burning - Biomass","100","India","723011","Emissions (N2O) (Burning biomass)","6796","Humid tropical forest","2002","2002","0.2907"
"GI","Burning - Biomass","100","India","723011","Emissions (N2O) (Burning biomass)","6796","Humid tropical forest","2003","2003","1.6658"
"GI","Burning - Biomass","100","India","723011","Emissions (N2O) (Burning biomass)","6796","Humid tropical forest","2004","2004","2.7762"
"GI","Burning - Biomass","100","India","723011","Emissions (N2O) (Burning biomass)","6796","Humid tropical forest","2005","2005","1.5969"
"GI","Burning - Biomass","100","India","723011","Emissions (N2O) (Burning biomass)","6796","Humid tropical forest","2006","2006","2.2268"
"GI","Burning - Biomass","100","India","723011","Emissions (N2O) (Burning biomass)","6796","Humid tropical forest","2007","2007","1.8396"
"GI","Burning - Biomass","100","India","723011","Emissions (N2O) (Burning biomass)","6796","Humid tropical forest","2008","2008","1.7089"
"GI","Burning - Biomass","100","India","723011","Emissions (N2O) (Burning biomass)","6796","Humid tropical forest","2009","2009","4.0805"
"GI","Burning - Biomass","100","India","723011","Emissions (N2O) (Burning biomass)","6796","Humid tropical forest","2010","2010","4.8931"
"GI","Burning - Biomass","100","India","723011","Emissions (N2O) (Burning biomass)","6796","Humid tropical forest","2011","2011","1.7028"
"GI","Burning - Biomass","100","India","723011","Emissions (N2O) (Burning biomass)","6796","Humid tropical forest","2012","2012","2.543"
"GI","Burning - Biomass","100","India","723011","Emissions (N2O) (Burning biomass)","6796","Humid tropical forest","2013","2013","2.4003"
"GI","Burning - Biomass","100","India","723011","Emissions (N2O) (Burning biomass)","6796","Humid tropical forest","2014","2014","2.9294"
"GI","Burning - Biomass","100","India","723011","Emissions (N2O) (Burning biomass)","6796","Humid tropical forest","2015","2015","1.7369"
"GI","Burning - Biomass","100","India","723011","Emissions (N2O) (Burning biomass)","6796","Humid tropical forest","2016","2016","2.4434"
"GI","Burning - Biomass","100","India","723011","Emissions (N2O) (Burning biomass)","6796","Humid tropical forest","2017","2017","2.4434"
"GI","Burning - Biomass","100","India","722511","Emissions (CH4) (Burning biomass)","6796","Humid tropical forest","2000","2000","21.4143"
"GI","Burning - Biomass","100","India","722511","Emissions (CH4) (Burning biomass)","6796","Humid tropical forest","2001","2001","22.4638"
"GI","Burning - Biomass","100","India","722511","Emissions (CH4) (Burning biomass)","6796","Humid tropical forest","2002","2002","9.7867"
"GI","Burning - Biomass","100","India","722511","Emissions (CH4) (Burning biomass)","6796","Humid tropical forest","2003","2003","56.1584"
"GI","Burning - Biomass","100","India","722511","Emissions (CH4) (Burning biomass)","6796","Humid tropical forest","2004","2004","94.2477"
"GI","Burning - Biomass","100","India","722511","Emissions (CH4) (Burning biomass)","6796","Humid tropical forest","2005","2005","54.0464"
"GI","Burning - Biomass","100","India","722511","Emissions (CH4) (Burning biomass)","6796","Humid tropical forest","2006","2006","74.9548"
"GI","Burning - Biomass","100","India","722511","Emissions (CH4) (Burning biomass)","6796","Humid tropical forest","2007","2007","61.8834"
"GI","Burning - Biomass","100","India","722511","Emissions (CH4) (Burning biomass)","6796","Humid tropical forest","2008","2008","57.5449"
"GI","Burning - Biomass","100","India","722511","Emissions (CH4) (Burning biomass)","6796","Humid tropical forest","2009","2009","136.7496"
"GI","Burning - Biomass","100","India","722511","Emissions (CH4) (Burning biomass)","6796","Humid tropical forest","2010","2010","165.6461"
"GI","Burning - Biomass","100","India","722511","Emissions (CH4) (Burning biomass)","6796","Humid tropical forest","2011","2011","57.6222"
"GI","Burning - Biomass","100","India","722511","Emissions (CH4) (Burning biomass)","6796","Humid tropical forest","2012","2012","85.868"
"GI","Burning - Biomass","100","India","722511","Emissions (CH4) (Burning biomass)","6796","Humid tropical forest","2013","2013","81.33"
"GI","Burning - Biomass","100","India","722511","Emissions (CH4) (Burning biomass)","6796","Humid tropical forest","2014","2014","99.4725"
"GI","Burning - Biomass","100","India","722511","Emissions (CH4) (Burning biomass)","6796","Humid tropical forest","2015","2015","58.5499"
"GI","Burning - Biomass","100","India","722511","Emissions (CH4) (Burning biomass)","6796","Humid tropical forest","2016","2016","82.6123"
"GI","Burning - Biomass","100","India","722511","Emissions (CH4) (Burning biomass)","6796","Humid tropical forest","2017","2017","82.6123"
"GI","Burning - Biomass","100","India","724311","Emissions (CO2eq) from N2O (Burning biomass)","6796","Humid tropical forest","2000","2000","195.2479"
"GI","Burning - Biomass","100","India","724311","Emissions (CO2eq) from N2O (Burning biomass)","6796","Humid tropical forest","2001","2001","205.8744"
"GI","Burning - Biomass","100","India","724311","Emissions (CO2eq) from N2O (Burning biomass)","6796","Humid tropical forest","2002","2002","90.1207"
"GI","Burning - Biomass","100","India","724311","Emissions (CO2eq) from N2O (Burning biomass)","6796","Humid tropical forest","2003","2003","516.4104"
"GI","Burning - Biomass","100","India","724311","Emissions (CO2eq) from N2O (Burning biomass)","6796","Humid tropical forest","2004","2004","860.6087"
"GI","Burning - Biomass","100","India","724311","Emissions (CO2eq) from N2O (Burning biomass)","6796","Humid tropical forest","2005","2005","495.0514"
"GI","Burning - Biomass","100","India","724311","Emissions (CO2eq) from N2O (Burning biomass)","6796","Humid tropical forest","2006","2006","690.3086"
"GI","Burning - Biomass","100","India","724311","Emissions (CO2eq) from N2O (Burning biomass)","6796","Humid tropical forest","2007","2007","570.2692"
"GI","Burning - Biomass","100","India","724311","Emissions (CO2eq) from N2O (Burning biomass)","6796","Humid tropical forest","2008","2008","529.7733"
"GI","Burning - Biomass","100","India","724311","Emissions (CO2eq) from N2O (Burning biomass)","6796","Humid tropical forest","2009","2009","1264.9522"
"GI","Burning - Biomass","100","India","724311","Emissions (CO2eq) from N2O (Burning biomass)","6796","Humid tropical forest","2010","2010","1516.8517"
"GI","Burning - Biomass","100","India","724311","Emissions (CO2eq) from N2O (Burning biomass)","6796","Humid tropical forest","2011","2011","527.8661"
"GI","Burning - Biomass","100","India","724311","Emissions (CO2eq) from N2O (Burning biomass)","6796","Humid tropical forest","2012","2012","788.3226"
"GI","Burning - Biomass","100","India","724311","Emissions (CO2eq) from N2O (Burning biomass)","6796","Humid tropical forest","2013","2013","744.0921"
"GI","Burning - Biomass","100","India","724311","Emissions (CO2eq) from N2O (Burning biomass)","6796","Humid tropical forest","2014","2014","908.1174"
"GI","Burning - Biomass","100","India","724311","Emissions (CO2eq) from N2O (Burning biomass)","6796","Humid tropical forest","2015","2015","538.4371"
"GI","Burning - Biomass","100","India","724311","Emissions (CO2eq) from N2O (Burning biomass)","6796","Humid tropical forest","2016","2016","757.4447"
"GI","Burning - Biomass","100","India","724311","Emissions (CO2eq) from N2O (Burning biomass)","6796","Humid tropical forest","2017","2017","757.4447"
"GI","Burning - Biomass","100","India","724411","Emissions (CO2eq) from CH4 (Burning biomass)","6796","Humid tropical forest","2000","2000","449.7001"
"GI","Burning - Biomass","100","India","724411","Emissions (CO2eq) from CH4 (Burning biomass)","6796","Humid tropical forest","2001","2001","471.7399"
"GI","Burning - Biomass","100","India","724411","Emissions (CO2eq) from CH4 (Burning biomass)","6796","Humid tropical forest","2002","2002","205.5212"
"GI","Burning - Biomass","100","India","724411","Emissions (CO2eq) from CH4 (Burning biomass)","6796","Humid tropical forest","2003","2003","1179.3273"
"GI","Burning - Biomass","100","India","724411","Emissions (CO2eq) from CH4 (Burning biomass)","6796","Humid tropical forest","2004","2004","1979.2007"
"GI","Burning - Biomass","100","India","724411","Emissions (CO2eq) from CH4 (Burning biomass)","6796","Humid tropical forest","2005","2005","1134.9748"
"GI","Burning - Biomass","100","India","724411","Emissions (CO2eq) from CH4 (Burning biomass)","6796","Humid tropical forest","2006","2006","1574.0517"
"GI","Burning - Biomass","100","India","724411","Emissions (CO2eq) from CH4 (Burning biomass)","6796","Humid tropical forest","2007","2007","1299.5511"
"GI","Burning - Biomass","100","India","724411","Emissions (CO2eq) from CH4 (Burning biomass)","6796","Humid tropical forest","2008","2008","1208.443"
"GI","Burning - Biomass","100","India","724411","Emissions (CO2eq) from CH4 (Burning biomass)","6796","Humid tropical forest","2009","2009","2871.7408"
"GI","Burning - Biomass","100","India","724411","Emissions (CO2eq) from CH4 (Burning biomass)","6796","Humid tropical forest","2010","2010","3478.5689"
"GI","Burning - Biomass","100","India","724411","Emissions (CO2eq) from CH4 (Burning biomass)","6796","Humid tropical forest","2011","2011","1210.0666"
"GI","Burning - Biomass","100","India","724411","Emissions (CO2eq) from CH4 (Burning biomass)","6796","Humid tropical forest","2012","2012","1803.2272"
"GI","Burning - Biomass","100","India","724411","Emissions (CO2eq) from CH4 (Burning biomass)","6796","Humid tropical forest","2013","2013","1707.9303"
"GI","Burning - Biomass","100","India","724411","Emissions (CO2eq) from CH4 (Burning biomass)","6796","Humid tropical forest","2014","2014","2088.9233"
"GI","Burning - Biomass","100","India","724411","Emissions (CO2eq) from CH4 (Burning biomass)","6796","Humid tropical forest","2015","2015","1229.5469"
"GI","Burning - Biomass","100","India","724411","Emissions (CO2eq) from CH4 (Burning biomass)","6796","Humid tropical forest","2016","2016","1734.8591"
"GI","Burning - Biomass","100","India","724411","Emissions (CO2eq) from CH4 (Burning biomass)","6796","Humid tropical forest","2017","2017","1734.8591"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6796","Humid tropical forest","2000","2000","644.948"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6796","Humid tropical forest","2001","2001","677.6143"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6796","Humid tropical forest","2002","2002","295.6419"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6796","Humid tropical forest","2003","2003","1695.7377"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6796","Humid tropical forest","2004","2004","2839.8094"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6796","Humid tropical forest","2005","2005","1630.0262"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6796","Humid tropical forest","2006","2006","2264.3603"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6796","Humid tropical forest","2007","2007","1869.8203"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6796","Humid tropical forest","2008","2008","1738.2162"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6796","Humid tropical forest","2009","2009","4136.6931"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6796","Humid tropical forest","2010","2010","4995.4206"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6796","Humid tropical forest","2011","2011","1737.9327"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6796","Humid tropical forest","2012","2012","2591.5498"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6796","Humid tropical forest","2013","2013","2452.0224"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6796","Humid tropical forest","2014","2014","2997.0407"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6796","Humid tropical forest","2015","2015","1767.9841"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6796","Humid tropical forest","2016","2016","2492.3038"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6796","Humid tropical forest","2017","2017","2492.3038"
"GI","Burning - Biomass","100","India","7246","Burned Area","6797","Other forest","2000","2000","82862.6863"
"GI","Burning - Biomass","100","India","7246","Burned Area","6797","Other forest","2001","2001","100739.3185"
"GI","Burning - Biomass","100","India","7246","Burned Area","6797","Other forest","2002","2002","64676.6603"
"GI","Burning - Biomass","100","India","7246","Burned Area","6797","Other forest","2003","2003","248166.8999"
"GI","Burning - Biomass","100","India","7246","Burned Area","6797","Other forest","2004","2004","422426.8164"
"GI","Burning - Biomass","100","India","7246","Burned Area","6797","Other forest","2005","2005","233205.19"
"GI","Burning - Biomass","100","India","7246","Burned Area","6797","Other forest","2006","2006","212404.7639"
"GI","Burning - Biomass","100","India","7246","Burned Area","6797","Other forest","2007","2007","452886.8831"
"GI","Burning - Biomass","100","India","7246","Burned Area","6797","Other forest","2008","2008","250034.4305"
"GI","Burning - Biomass","100","India","7246","Burned Area","6797","Other forest","2009","2009","906160.1518"
"GI","Burning - Biomass","100","India","7246","Burned Area","6797","Other forest","2010","2010","711829.6487"
"GI","Burning - Biomass","100","India","7246","Burned Area","6797","Other forest","2011","2011","509320.65"
"GI","Burning - Biomass","100","India","7246","Burned Area","6797","Other forest","2012","2012","1009303.647"
"GI","Burning - Biomass","100","India","7246","Burned Area","6797","Other forest","2013","2013","495110.2454"
"GI","Burning - Biomass","100","India","7246","Burned Area","6797","Other forest","2014","2014","419013.7434"
"GI","Burning - Biomass","100","India","7246","Burned Area","6797","Other forest","2015","2015","307262.4346"
"GI","Burning - Biomass","100","India","7246","Burned Area","6797","Other forest","2016","2016","402184.5028"
"GI","Burning - Biomass","100","India","7246","Burned Area","6797","Other forest","2017","2017","402184.5028"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6797","Other forest","2000","2000","4466948.506"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6797","Other forest","2001","2001","5421941.11"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6797","Other forest","2002","2002","3469661.258"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6797","Other forest","2003","2003","13222528.02"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6797","Other forest","2004","2004","22648960.98"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6797","Other forest","2005","2005","12512694.61"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6797","Other forest","2006","2006","11409432.72"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6797","Other forest","2007","2007","24409370.21"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6797","Other forest","2008","2008","13415375.12"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6797","Other forest","2009","2009","48540817.87"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6797","Other forest","2010","2010","38340018.44"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6797","Other forest","2011","2011","27498078.79"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6797","Other forest","2012","2012","54035006.7"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6797","Other forest","2013","2013","26712157.61"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6797","Other forest","2014","2014","22337847.75"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6797","Other forest","2015","2015","16499859.25"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6797","Other forest","2016","2016","21498585.93"
"GI","Burning - Biomass","100","India","7245","Biomass burned (dry matter)","6797","Other forest","2017","2017","21498585.93"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6797","Other forest","2000","2000","0.2025"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6797","Other forest","2001","2001","0.2038"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6797","Other forest","2002","2002","0.2059"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6797","Other forest","2003","2003","0.2116"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6797","Other forest","2004","2004","0.2062"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6797","Other forest","2005","2005","0.2062"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6797","Other forest","2006","2006","0.205"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6797","Other forest","2007","2007","0.2024"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6797","Other forest","2008","2008","0.2058"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6797","Other forest","2009","2009","0.2071"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6797","Other forest","2010","2010","0.2032"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6797","Other forest","2011","2011","0.201"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6797","Other forest","2012","2012","0.2076"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6797","Other forest","2013","2013","0.2018"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6797","Other forest","2014","2014","0.2114"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6797","Other forest","2015","2015","0.2044"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6797","Other forest","2016","2016","0.2095"
"GI","Burning - Biomass","100","India","722911","Implied emission factor for N2O (Burning biomass)","6797","Other forest","2017","2017","0.2095"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6797","Other forest","2000","2000","6.7115"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6797","Other forest","2001","2001","6.6654"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6797","Other forest","2002","2002","6.6047"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6797","Other forest","2003","2003","6.4021"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6797","Other forest","2004","2004","6.5952"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6797","Other forest","2005","2005","6.5814"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6797","Other forest","2006","2006","6.6305"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6797","Other forest","2007","2007","6.7177"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6797","Other forest","2008","2008","6.6044"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6797","Other forest","2009","2009","6.5581"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6797","Other forest","2010","2010","6.6809"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6797","Other forest","2011","2011","6.7677"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6797","Other forest","2012","2012","6.5441"
"GI","Burning - Biomass","100","India","722411","Implied emission factor for CH4 (Burning biomass)","6797","Other forest","2013","2013","6.7329"
